terms/0,terms/1,termNames/0,termNames/1,periods/0/name,periods/0/date,periods/0/value,periods/1/name,periods/1/date,periods/1/value,periods/2/name,periods/2/date,periods/2/value,periods/3/name,periods/3/date,periods/3/value,periods/4/name,periods/4/date,periods/4/value,periods/5/name,periods/5/date,periods/5/value,periods/6/name,periods/6/date,periods/6/value,periods/7/name,periods/7/date,periods/7/value,periods/8/name,periods/8/date,periods/8/value,periods/9/name,periods/9/date,periods/9/value,periods/10/name,periods/10/date,periods/10/value,periods/11/name,periods/11/date,periods/11/value,periods/12/name,periods/12/date,periods/12/value,periods/13/name,periods/13/date,periods/13/value,periods/14/name,periods/14/date,periods/14/value,periods/15/name,periods/15/date,periods/15/value,periods/16/name,periods/16/date,periods/16/value,periods/17/name,periods/17/date,periods/17/value,periods/18/name,periods/18/date,periods/18/value,periods/19/name,periods/19/date,periods/19/value,periods/20/name,periods/20/date,periods/20/value,periods/21/name,periods/21/date,periods/21/value,periods/22/name,periods/22/date,periods/22/value,periods/23/name,periods/23/date,periods/23/value
268031,741917,ЖЕТЫСУСКИЙ РАЙОН,Всего,2019 год,31.12.2019,1475,2018 год,31.12.2018,1373,2009 год,31.12.2009,1673,2011 год,31.12.2011,1553,2016 год,31.12.2016,1123,2010 год,31.12.2010,1809,2015 год,31.12.2015,1340,2013 год,31.12.2013,1930,2014 год,31.12.2014,1584,2012 год,31.12.2012,1596,2017 год,31.12.2017,1290,2022 год,31.12.2022,1157,2021 год,31.12.2021,1480,2020 год,31.12.2020,1146,2023 год,31.12.2023,1019,,,,,,,,,,,,,,,,,,,,,,,,,,,
268031,533589,ЖЕТЫСУСКИЙ РАЙОН,городская местность,2019 год,31.12.2019,1475,2018 год,31.12.2018,1373,2009 год,31.12.2009,1673,2011 год,31.12.2011,1553,2016 год,31.12.2016,1123,2010 год,31.12.2010,1809,2015 год,31.12.2015,1340,2013 год,31.12.2013,1930,2014 год,31.12.2014,1584,2012 год,31.12.2012,1596,2017 год,31.12.2017,1290,2022 год,31.12.2022,1157,2021 год,31.12.2021,1480,2020 год,31.12.2020,1146,2023 год,31.12.2023,1019,,,,,,,,,,,,,,,,,,,,,,,,,,,
268033,741917,МЕДЕУСКИЙ РАЙОН,Всего,2019 год,31.12.2019,2470,2018 год,31.12.2018,2218,2009 год,31.12.2009,1537,2011 год,31.12.2011,1509,2016 год,31.12.2016,2031,2010 год,31.12.2010,1524,2015 год,31.12.2015,2005,2013 год,31.12.2013,1713,2014 год,31.12.2014,1988,2012 год,31.12.2012,1535,2017 год,31.12.2017,2082,2022 год,31.12.2022,1623,2021 год,31.12.2021,2756,2020 год,31.12.2020,2506,2023 год,31.12.2023,1669,,,,,,,,,,,,,,,,,,,,,,,,,,,
268033,533589,МЕДЕУСКИЙ РАЙОН,городская местность,2019 год,31.12.2019,2470,2018 год,31.12.2018,2218,2009 год,31.12.2009,1537,2011 год,31.12.2011,1509,2016 год,31.12.2016,2031,2010 год,31.12.2010,1524,2015 год,31.12.2015,2005,2013 год,31.12.2013,1713,2014 год,31.12.2014,1988,2012 год,31.12.2012,1535,2017 год,31.12.2017,2082,2022 год,31.12.2022,1623,2021 год,31.12.2021,2756,2020 год,31.12.2020,2506,2023 год,31.12.2023,1669,,,,,,,,,,,,,,,,,,,,,,,,,,,
268035,741917,ТУРКСИБСКИЙ РАЙОН,Всего,2019 год,31.12.2019,2642,2018 год,31.12.2018,2455,2009 год,31.12.2009,1971,2011 год,31.12.2011,2173,2016 год,31.12.2016,2537,2010 год,31.12.2010,1997,2015 год,31.12.2015,2503,2013 год,31.12.2013,2030,2014 год,31.12.2014,2243,2012 год,31.12.2012,2212,2017 год,31.12.2017,2644,2022 год,31.12.2022,1722,2021 год,31.12.2021,2752,2020 год,31.12.2020,2145,2023 год,31.12.2023,1684,,,,,,,,,,,,,,,,,,,,,,,,,,,
268035,533589,ТУРКСИБСКИЙ РАЙОН,городская местность,2019 год,31.12.2019,2642,2018 год,31.12.2018,2455,2009 год,31.12.2009,1971,2011 год,31.12.2011,2173,2016 год,31.12.2016,2537,2010 год,31.12.2010,1997,2015 год,31.12.2015,2503,2013 год,31.12.2013,2030,2014 год,31.12.2014,2243,2012 год,31.12.2012,2212,2017 год,31.12.2017,2644,2022 год,31.12.2022,1722,2021 год,31.12.2021,2752,2020 год,31.12.2020,2145,2023 год,31.12.2023,1684,,,,,,,,,,,,,,,,,,,,,,,,,,,
247784,741917,КОКШЕТАУ Г.А.,Всего,2019 год,31.12.2019,1719,2018 год,31.12.2018,1731,2009 год,31.12.2009,1589,2011 год,31.12.2011,1648,2016 год,31.12.2016,1643,2010 год,31.12.2010,1524,2015 год,31.12.2015,1828,2013 год,31.12.2013,1828,2014 год,31.12.2014,1941,2012 год,31.12.2012,1846,2017 год,31.12.2017,1784,2022 год,31.12.2022,1458,2021 год,31.12.2021,1753,2020 год,31.12.2020,1563,2023 год,31.12.2023,1359,,,,,,,,,,,,,,,,,,,,,,,,,,,
247784,533589,КОКШЕТАУ Г.А.,городская местность,2019 год,31.12.2019,1611,2018 год,31.12.2018,1658,2009 год,31.12.2009,1567,2011 год,31.12.2011,1630,2016 год,31.12.2016,1558,2010 год,31.12.2010,1496,2015 год,31.12.2015,1734,2013 год,31.12.2013,1825,2014 год,31.12.2014,1881,2012 год,31.12.2012,1839,2017 год,31.12.2017,1703,2022 год,31.12.2022,1372,2021 год,31.12.2021,1704,2020 год,31.12.2020,1478,2023 год,31.12.2023,1249,,,,,,,,,,,,,,,,,,,,,,,,,,,
247784,533590,КОКШЕТАУ Г.А.,сельская местность,2019 год,31.12.2019,108,2018 год,31.12.2018,73,2009 год,31.12.2009,22,2011 год,31.12.2011,18,2016 год,31.12.2016,85,2010 год,31.12.2010,28,2015 год,31.12.2015,94,2013 год,31.12.2013,3,2014 год,31.12.2014,60,2012 год,31.12.2012,7,2017 год,31.12.2017,81,2022 год,31.12.2022,86,2021 год,31.12.2021,49,2020 год,31.12.2020,85,2023 год,31.12.2023,110,,,,,,,,,,,,,,,,,,,,,,,,,,,
247791,741917,СТЕПНОГОРСК Г.А.,Всего,2019 год,31.12.2019,488,2018 год,31.12.2018,497,2009 год,31.12.2009,520,2011 год,31.12.2011,561,2016 год,31.12.2016,546,2010 год,31.12.2010,488,2015 год,31.12.2015,518,2013 год,31.12.2013,653,2014 год,31.12.2014,481,2012 год,31.12.2012,572,2017 год,31.12.2017,535,2022 год,31.12.2022,443,2021 год,31.12.2021,482,2020 год,31.12.2020,449,2023 год,31.12.2023,417,,,,,,,,,,,,,,,,,,,,,,,,,,,
247791,533589,СТЕПНОГОРСК Г.А.,городская местность,2019 год,31.12.2019,467,2018 год,31.12.2018,483,2009 год,31.12.2009,520,2011 год,31.12.2011,561,2016 год,31.12.2016,527,2010 год,31.12.2010,488,2015 год,31.12.2015,506,2013 год,31.12.2013,651,2014 год,31.12.2014,472,2012 год,31.12.2012,572,2017 год,31.12.2017,512,2022 год,31.12.2022,431,2021 год,31.12.2021,461,2020 год,31.12.2020,428,2023 год,31.12.2023,411,,,,,,,,,,,,,,,,,,,,,,,,,,,
247791,533590,СТЕПНОГОРСК Г.А.,сельская местность,2019 год,31.12.2019,21,2018 год,31.12.2018,14,2016 год,31.12.2016,19,2015 год,31.12.2015,12,2013 год,31.12.2013,2,2014 год,31.12.2014,9,2017 год,31.12.2017,23,2022 год,31.12.2022,12,2021 год,31.12.2021,21,2020 год,31.12.2020,21,2023 год,31.12.2023,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247807,741917,АККОЛЬСКИЙ РАЙОН,Всего,2019 год,31.12.2019,172,2018 год,31.12.2018,151,2009 год,31.12.2009,204,2011 год,31.12.2011,244,2016 год,31.12.2016,152,2010 год,31.12.2010,236,2015 год,31.12.2015,178,2013 год,31.12.2013,215,2014 год,31.12.2014,209,2012 год,31.12.2012,260,2017 год,31.12.2017,164,2022 год,31.12.2022,166,2021 год,31.12.2021,155,2020 год,31.12.2020,142,2023 год,31.12.2023,130,,,,,,,,,,,,,,,,,,,,,,,,,,,
247807,533589,АККОЛЬСКИЙ РАЙОН,городская местность,2019 год,31.12.2019,130,2018 год,31.12.2018,106,2009 год,31.12.2009,132,2011 год,31.12.2011,161,2016 год,31.12.2016,114,2010 год,31.12.2010,146,2015 год,31.12.2015,111,2013 год,31.12.2013,153,2014 год,31.12.2014,140,2012 год,31.12.2012,170,2017 год,31.12.2017,110,2022 год,31.12.2022,118,2021 год,31.12.2021,104,2020 год,31.12.2020,112,2023 год,31.12.2023,86,,,,,,,,,,,,,,,,,,,,,,,,,,,
247807,533590,АККОЛЬСКИЙ РАЙОН,сельская местность,2019 год,31.12.2019,42,2018 год,31.12.2018,45,2009 год,31.12.2009,72,2011 год,31.12.2011,83,2016 год,31.12.2016,38,2010 год,31.12.2010,90,2015 год,31.12.2015,67,2013 год,31.12.2013,62,2014 год,31.12.2014,69,2012 год,31.12.2012,90,2017 год,31.12.2017,54,2022 год,31.12.2022,48,2021 год,31.12.2021,51,2020 год,31.12.2020,30,2023 год,31.12.2023,44,,,,,,,,,,,,,,,,,,,,,,,,,,,
247855,741917,АРШАЛЫНСКИЙ РАЙОН,Всего,2019 год,31.12.2019,135,2018 год,31.12.2018,119,2009 год,31.12.2009,257,2011 год,31.12.2011,261,2016 год,31.12.2016,164,2010 год,31.12.2010,264,2015 год,31.12.2015,192,2013 год,31.12.2013,187,2014 год,31.12.2014,207,2012 год,31.12.2012,237,2017 год,31.12.2017,149,2022 год,31.12.2022,182,2021 год,31.12.2021,172,2020 год,31.12.2020,94,2023 год,31.12.2023,145,,,,,,,,,,,,,,,,,,,,,,,,,,,
247855,533590,АРШАЛЫНСКИЙ РАЙОН,сельская местность,2019 год,31.12.2019,135,2018 год,31.12.2018,119,2009 год,31.12.2009,257,2011 год,31.12.2011,261,2016 год,31.12.2016,164,2010 год,31.12.2010,264,2015 год,31.12.2015,192,2013 год,31.12.2013,187,2014 год,31.12.2014,207,2012 год,31.12.2012,237,2017 год,31.12.2017,149,2022 год,31.12.2022,182,2021 год,31.12.2021,172,2020 год,31.12.2020,94,2023 год,31.12.2023,145,,,,,,,,,,,,,,,,,,,,,,,,,,,
247904,741917,АСТРАХАНСКИЙ РАЙОН,Всего,2019 год,31.12.2019,137,2018 год,31.12.2018,113,2009 год,31.12.2009,218,2011 год,31.12.2011,223,2016 год,31.12.2016,122,2010 год,31.12.2010,165,2015 год,31.12.2015,147,2013 год,31.12.2013,161,2014 год,31.12.2014,148,2012 год,31.12.2012,178,2017 год,31.12.2017,137,2022 год,31.12.2022,127,2021 год,31.12.2021,109,2020 год,31.12.2020,114,2023 год,31.12.2023,96,,,,,,,,,,,,,,,,,,,,,,,,,,,
247904,533590,АСТРАХАНСКИЙ РАЙОН,сельская местность,2019 год,31.12.2019,137,2018 год,31.12.2018,113,2009 год,31.12.2009,218,2011 год,31.12.2011,223,2016 год,31.12.2016,122,2010 год,31.12.2010,165,2015 год,31.12.2015,147,2013 год,31.12.2013,161,2014 год,31.12.2014,148,2012 год,31.12.2012,178,2017 год,31.12.2017,137,2022 год,31.12.2022,127,2021 год,31.12.2021,109,2020 год,31.12.2020,114,2023 год,31.12.2023,96,,,,,,,,,,,,,,,,,,,,,,,,,,,
247961,741917,АТБАСАРСКИЙ РАЙОН,Всего,2019 год,31.12.2019,288,2018 год,31.12.2018,294,2009 год,31.12.2009,436,2011 год,31.12.2011,381,2016 год,31.12.2016,273,2010 год,31.12.2010,392,2015 год,31.12.2015,368,2013 год,31.12.2013,419,2014 год,31.12.2014,401,2012 год,31.12.2012,451,2017 год,31.12.2017,326,2022 год,31.12.2022,332,2021 год,31.12.2021,300,2020 год,31.12.2020,252,2023 год,31.12.2023,235,,,,,,,,,,,,,,,,,,,,,,,,,,,
247961,533589,АТБАСАРСКИЙ РАЙОН,городская местность,2019 год,31.12.2019,210,2018 год,31.12.2018,213,2009 год,31.12.2009,305,2011 год,31.12.2011,266,2016 год,31.12.2016,200,2010 год,31.12.2010,261,2015 год,31.12.2015,254,2013 год,31.12.2013,308,2014 год,31.12.2014,293,2012 год,31.12.2012,314,2017 год,31.12.2017,232,2022 год,31.12.2022,245,2021 год,31.12.2021,219,2020 год,31.12.2020,180,2023 год,31.12.2023,164,,,,,,,,,,,,,,,,,,,,,,,,,,,
247961,533590,АТБАСАРСКИЙ РАЙОН,сельская местность,2019 год,31.12.2019,78,2018 год,31.12.2018,81,2009 год,31.12.2009,131,2011 год,31.12.2011,115,2016 год,31.12.2016,73,2010 год,31.12.2010,131,2015 год,31.12.2015,114,2013 год,31.12.2013,111,2014 год,31.12.2014,108,2012 год,31.12.2012,137,2017 год,31.12.2017,94,2022 год,31.12.2022,87,2021 год,31.12.2021,81,2020 год,31.12.2020,72,2023 год,31.12.2023,71,,,,,,,,,,,,,,,,,,,,,,,,,,,
248026,741917,БУЛАНДЫНСКИЙ РАЙОН,Всего,2019 год,31.12.2019,205,2018 год,31.12.2018,178,2009 год,31.12.2009,232,2011 год,31.12.2011,275,2016 год,31.12.2016,163,2010 год,31.12.2010,237,2015 год,31.12.2015,202,2013 год,31.12.2013,219,2014 год,31.12.2014,195,2012 год,31.12.2012,262,2017 год,31.12.2017,174,2022 год,31.12.2022,181,2021 год,31.12.2021,156,2020 год,31.12.2020,171,2023 год,31.12.2023,197,,,,,,,,,,,,,,,,,,,,,,,,,,,
248026,533589,БУЛАНДЫНСКИЙ РАЙОН,городская местность,2019 год,31.12.2019,130,2018 год,31.12.2018,112,2009 год,31.12.2009,135,2011 год,31.12.2011,178,2016 год,31.12.2016,126,2010 год,31.12.2010,149,2015 год,31.12.2015,120,2013 год,31.12.2013,133,2014 год,31.12.2014,126,2012 год,31.12.2012,161,2017 год,31.12.2017,121,2022 год,31.12.2022,127,2021 год,31.12.2021,109,2020 год,31.12.2020,119,2023 год,31.12.2023,127,,,,,,,,,,,,,,,,,,,,,,,,,,,
248026,533590,БУЛАНДЫНСКИЙ РАЙОН,сельская местность,2019 год,31.12.2019,75,2018 год,31.12.2018,66,2009 год,31.12.2009,97,2011 год,31.12.2011,97,2016 год,31.12.2016,37,2010 год,31.12.2010,88,2015 год,31.12.2015,82,2013 год,31.12.2013,86,2014 год,31.12.2014,69,2012 год,31.12.2012,101,2017 год,31.12.2017,53,2022 год,31.12.2022,54,2021 год,31.12.2021,47,2020 год,31.12.2020,52,2023 год,31.12.2023,70,,,,,,,,,,,,,,,,,,,,,,,,,,,
248076,741917,ЕГИНДЫКОЛЬСКИЙ РАЙОН,Всего,2019 год,31.12.2019,35,2018 год,31.12.2018,36,2009 год,31.12.2009,56,2011 год,31.12.2011,54,2016 год,31.12.2016,29,2010 год,31.12.2010,45,2015 год,31.12.2015,51,2013 год,31.12.2013,49,2014 год,31.12.2014,45,2012 год,31.12.2012,46,2017 год,31.12.2017,41,2022 год,31.12.2022,42,2021 год,31.12.2021,38,2020 год,31.12.2020,43,2023 год,31.12.2023,39,,,,,,,,,,,,,,,,,,,,,,,,,,,
248076,533590,ЕГИНДЫКОЛЬСКИЙ РАЙОН,сельская местность,2019 год,31.12.2019,35,2018 год,31.12.2018,36,2009 год,31.12.2009,56,2011 год,31.12.2011,54,2016 год,31.12.2016,29,2010 год,31.12.2010,45,2015 год,31.12.2015,51,2013 год,31.12.2013,49,2014 год,31.12.2014,45,2012 год,31.12.2012,46,2017 год,31.12.2017,41,2022 год,31.12.2022,42,2021 год,31.12.2021,38,2020 год,31.12.2020,43,2023 год,31.12.2023,39,,,,,,,,,,,,,,,,,,,,,,,,,,,
248100,741917,РАЙОН БИРЖАН САЛ,Всего,2019 год,31.12.2019,42,2018 год,31.12.2018,45,2009 год,31.12.2009,140,2011 год,31.12.2011,120,2016 год,31.12.2016,67,2010 год,31.12.2010,110,2015 год,31.12.2015,62,2013 год,31.12.2013,104,2014 год,31.12.2014,76,2012 год,31.12.2012,139,2017 год,31.12.2017,62,2022 год,31.12.2022,65,2021 год,31.12.2021,45,2020 год,31.12.2020,36,2023 год,31.12.2023,54,,,,,,,,,,,,,,,,,,,,,,,,,,,
248100,533589,РАЙОН БИРЖАН САЛ,городская местность,2019 год,31.12.2019,20,2018 год,31.12.2018,16,2009 год,31.12.2009,50,2011 год,31.12.2011,45,2016 год,31.12.2016,23,2010 год,31.12.2010,33,2015 год,31.12.2015,24,2013 год,31.12.2013,31,2014 год,31.12.2014,23,2012 год,31.12.2012,36,2017 год,31.12.2017,19,2022 год,31.12.2022,27,2021 год,31.12.2021,16,2020 год,31.12.2020,12,2023 год,31.12.2023,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
248100,533590,РАЙОН БИРЖАН САЛ,сельская местность,2019 год,31.12.2019,22,2018 год,31.12.2018,29,2009 год,31.12.2009,90,2011 год,31.12.2011,75,2016 год,31.12.2016,44,2010 год,31.12.2010,77,2015 год,31.12.2015,38,2013 год,31.12.2013,73,2014 год,31.12.2014,53,2012 год,31.12.2012,103,2017 год,31.12.2017,43,2022 год,31.12.2022,38,2021 год,31.12.2021,29,2020 год,31.12.2020,24,2023 год,31.12.2023,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
248165,741917,ЕРЕЙМЕНТАУСКИЙ РАЙОН,Всего,2019 год,31.12.2019,137,2018 год,31.12.2018,128,2009 год,31.12.2009,282,2011 год,31.12.2011,273,2016 год,31.12.2016,182,2010 год,31.12.2010,245,2015 год,31.12.2015,171,2013 год,31.12.2013,257,2014 год,31.12.2014,231,2012 год,31.12.2012,233,2017 год,31.12.2017,172,2022 год,31.12.2022,140,2021 год,31.12.2021,130,2020 год,31.12.2020,108,2023 год,31.12.2023,132,,,,,,,,,,,,,,,,,,,,,,,,,,,
248165,533589,ЕРЕЙМЕНТАУСКИЙ РАЙОН,городская местность,2019 год,31.12.2019,66,2018 год,31.12.2018,77,2009 год,31.12.2009,199,2011 год,31.12.2011,132,2016 год,31.12.2016,79,2010 год,31.12.2010,104,2015 год,31.12.2015,87,2013 год,31.12.2013,222,2014 год,31.12.2014,196,2012 год,31.12.2012,112,2017 год,31.12.2017,86,2022 год,31.12.2022,72,2021 год,31.12.2021,67,2020 год,31.12.2020,61,2023 год,31.12.2023,86,,,,,,,,,,,,,,,,,,,,,,,,,,,
248165,533590,ЕРЕЙМЕНТАУСКИЙ РАЙОН,сельская местность,2019 год,31.12.2019,71,2018 год,31.12.2018,51,2009 год,31.12.2009,83,2011 год,31.12.2011,141,2016 год,31.12.2016,103,2010 год,31.12.2010,141,2015 год,31.12.2015,84,2013 год,31.12.2013,35,2014 год,31.12.2014,35,2012 год,31.12.2012,121,2017 год,31.12.2017,86,2022 год,31.12.2022,68,2021 год,31.12.2021,63,2020 год,31.12.2020,47,2023 год,31.12.2023,46,,,,,,,,,,,,,,,,,,,,,,,,,,,
248261,741917,ЕСИЛЬСКИЙ РАЙОН,Всего,2019 год,31.12.2019,134,2018 год,31.12.2018,131,2009 год,31.12.2009,198,2011 год,31.12.2011,214,2016 год,31.12.2016,144,2010 год,31.12.2010,251,2015 год,31.12.2015,178,2013 год,31.12.2013,179,2014 год,31.12.2014,209,2012 год,31.12.2012,235,2017 год,31.12.2017,154,2022 год,31.12.2022,127,2021 год,31.12.2021,145,2020 год,31.12.2020,122,2023 год,31.12.2023,129,,,,,,,,,,,,,,,,,,,,,,,,,,,
248261,533589,ЕСИЛЬСКИЙ РАЙОН,городская местность,2019 год,31.12.2019,79,2018 год,31.12.2018,79,2009 год,31.12.2009,103,2011 год,31.12.2011,124,2016 год,31.12.2016,79,2010 год,31.12.2010,125,2015 год,31.12.2015,93,2013 год,31.12.2013,179,2014 год,31.12.2014,143,2012 год,31.12.2012,146,2017 год,31.12.2017,82,2022 год,31.12.2022,85,2021 год,31.12.2021,82,2020 год,31.12.2020,67,2023 год,31.12.2023,65,,,,,,,,,,,,,,,,,,,,,,,,,,,
248261,533590,ЕСИЛЬСКИЙ РАЙОН,сельская местность,2019 год,31.12.2019,55,2018 год,31.12.2018,52,2009 год,31.12.2009,95,2011 год,31.12.2011,90,2016 год,31.12.2016,65,2010 год,31.12.2010,126,2015 год,31.12.2015,85,2014 год,31.12.2014,66,2012 год,31.12.2012,89,2017 год,31.12.2017,72,2022 год,31.12.2022,42,2021 год,31.12.2021,63,2020 год,31.12.2020,55,2023 год,31.12.2023,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248322,741917,ЖАКСЫНСКИЙ РАЙОН,Всего,2019 год,31.12.2019,90,2018 год,31.12.2018,103,2009 год,31.12.2009,146,2011 год,31.12.2011,132,2016 год,31.12.2016,89,2010 год,31.12.2010,152,2015 год,31.12.2015,122,2013 год,31.12.2013,135,2014 год,31.12.2014,117,2012 год,31.12.2012,168,2017 год,31.12.2017,97,2022 год,31.12.2022,107,2021 год,31.12.2021,69,2020 год,31.12.2020,92,2023 год,31.12.2023,69,,,,,,,,,,,,,,,,,,,,,,,,,,,
248322,533590,ЖАКСЫНСКИЙ РАЙОН,сельская местность,2019 год,31.12.2019,90,2018 год,31.12.2018,103,2009 год,31.12.2009,146,2011 год,31.12.2011,132,2016 год,31.12.2016,89,2010 год,31.12.2010,152,2015 год,31.12.2015,122,2013 год,31.12.2013,135,2014 год,31.12.2014,117,2012 год,31.12.2012,168,2017 год,31.12.2017,97,2022 год,31.12.2022,107,2021 год,31.12.2021,69,2020 год,31.12.2020,92,2023 год,31.12.2023,69,,,,,,,,,,,,,,,,,,,,,,,,,,,
248378,741917,ЖАРКАИНСКИЙ РАЙОН,Всего,2019 год,31.12.2019,85,2018 год,31.12.2018,100,2009 год,31.12.2009,132,2011 год,31.12.2011,144,2016 год,31.12.2016,106,2010 год,31.12.2010,165,2015 год,31.12.2015,109,2013 год,31.12.2013,136,2014 год,31.12.2014,121,2012 год,31.12.2012,148,2017 год,31.12.2017,119,2022 год,31.12.2022,76,2021 год,31.12.2021,68,2020 год,31.12.2020,53,2023 год,31.12.2023,70,,,,,,,,,,,,,,,,,,,,,,,,,,,
248378,533589,ЖАРКАИНСКИЙ РАЙОН,городская местность,2019 год,31.12.2019,49,2018 год,31.12.2018,65,2009 год,31.12.2009,71,2011 год,31.12.2011,80,2016 год,31.12.2016,61,2010 год,31.12.2010,83,2015 год,31.12.2015,54,2013 год,31.12.2013,75,2014 год,31.12.2014,71,2012 год,31.12.2012,73,2017 год,31.12.2017,74,2022 год,31.12.2022,42,2021 год,31.12.2021,37,2020 год,31.12.2020,23,2023 год,31.12.2023,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
248378,533590,ЖАРКАИНСКИЙ РАЙОН,сельская местность,2019 год,31.12.2019,36,2018 год,31.12.2018,35,2009 год,31.12.2009,61,2011 год,31.12.2011,64,2016 год,31.12.2016,45,2010 год,31.12.2010,82,2015 год,31.12.2015,55,2013 год,31.12.2013,61,2014 год,31.12.2014,50,2012 год,31.12.2012,75,2017 год,31.12.2017,45,2022 год,31.12.2022,34,2021 год,31.12.2021,31,2020 год,31.12.2020,30,2023 год,31.12.2023,36,,,,,,,,,,,,,,,,,,,,,,,,,,,
248433,741917,ЗЕРЕНДИНСКИЙ РАЙОН,Всего,2019 год,31.12.2019,103,2018 год,31.12.2018,101,2009 год,31.12.2009,291,2011 год,31.12.2011,296,2016 год,31.12.2016,133,2010 год,31.12.2010,303,2015 год,31.12.2015,167,2013 год,31.12.2013,189,2014 год,31.12.2014,146,2012 год,31.12.2012,298,2017 год,31.12.2017,124,2022 год,31.12.2022,160,2021 год,31.12.2021,83,2020 год,31.12.2020,88,2023 год,31.12.2023,129,,,,,,,,,,,,,,,,,,,,,,,,,,,
248433,533590,ЗЕРЕНДИНСКИЙ РАЙОН,сельская местность,2019 год,31.12.2019,103,2018 год,31.12.2018,101,2009 год,31.12.2009,291,2011 год,31.12.2011,296,2016 год,31.12.2016,133,2010 год,31.12.2010,303,2015 год,31.12.2015,167,2013 год,31.12.2013,189,2014 год,31.12.2014,146,2012 год,31.12.2012,298,2017 год,31.12.2017,124,2022 год,31.12.2022,160,2021 год,31.12.2021,83,2020 год,31.12.2020,88,2023 год,31.12.2023,129,,,,,,,,,,,,,,,,,,,,,,,,,,,
248558,741917,КОРГАЛЖЫНСКИЙ РАЙОН,Всего,2019 год,31.12.2019,30,2018 год,31.12.2018,28,2009 год,31.12.2009,78,2011 год,31.12.2011,93,2016 год,31.12.2016,38,2010 год,31.12.2010,67,2015 год,31.12.2015,55,2013 год,31.12.2013,62,2014 год,31.12.2014,41,2012 год,31.12.2012,70,2017 год,31.12.2017,41,2022 год,31.12.2022,44,2021 год,31.12.2021,41,2020 год,31.12.2020,48,2023 год,31.12.2023,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
248558,533590,КОРГАЛЖЫНСКИЙ РАЙОН,сельская местность,2019 год,31.12.2019,30,2018 год,31.12.2018,28,2009 год,31.12.2009,78,2011 год,31.12.2011,93,2016 год,31.12.2016,38,2010 год,31.12.2010,67,2015 год,31.12.2015,55,2013 год,31.12.2013,62,2014 год,31.12.2014,41,2012 год,31.12.2012,70,2017 год,31.12.2017,41,2022 год,31.12.2022,44,2021 год,31.12.2021,41,2020 год,31.12.2020,48,2023 год,31.12.2023,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
248592,741917,САНДЫКТАУСКИЙ РАЙОН,Всего,2019 год,31.12.2019,109,2018 год,31.12.2018,101,2009 год,31.12.2009,153,2011 год,31.12.2011,167,2016 год,31.12.2016,97,2010 год,31.12.2010,169,2015 год,31.12.2015,111,2013 год,31.12.2013,150,2014 год,31.12.2014,151,2012 год,31.12.2012,165,2017 год,31.12.2017,134,2022 год,31.12.2022,103,2021 год,31.12.2021,115,2020 год,31.12.2020,89,2023 год,31.12.2023,93,,,,,,,,,,,,,,,,,,,,,,,,,,,
248592,533590,САНДЫКТАУСКИЙ РАЙОН,сельская местность,2019 год,31.12.2019,109,2018 год,31.12.2018,101,2009 год,31.12.2009,153,2011 год,31.12.2011,167,2016 год,31.12.2016,97,2010 год,31.12.2010,169,2015 год,31.12.2015,111,2013 год,31.12.2013,150,2014 год,31.12.2014,151,2012 год,31.12.2012,165,2017 год,31.12.2017,134,2022 год,31.12.2022,103,2021 год,31.12.2021,115,2020 год,31.12.2020,89,2023 год,31.12.2023,93,,,,,,,,,,,,,,,,,,,,,,,,,,,
248655,741917,ЦЕЛИНОГРАДСКИЙ РАЙОН,Всего,2019 год,31.12.2019,184,2018 год,31.12.2018,193,2009 год,31.12.2009,221,2011 год,31.12.2011,267,2016 год,31.12.2016,238,2010 год,31.12.2010,211,2015 год,31.12.2015,224,2013 год,31.12.2013,272,2014 год,31.12.2014,276,2012 год,31.12.2012,268,2017 год,31.12.2017,240,2022 год,31.12.2022,315,2021 год,31.12.2021,176,2020 год,31.12.2020,194,2023 год,31.12.2023,290,,,,,,,,,,,,,,,,,,,,,,,,,,,
248655,533590,ЦЕЛИНОГРАДСКИЙ РАЙОН,сельская местность,2019 год,31.12.2019,184,2018 год,31.12.2018,193,2009 год,31.12.2009,221,2011 год,31.12.2011,267,2016 год,31.12.2016,238,2010 год,31.12.2010,211,2015 год,31.12.2015,224,2013 год,31.12.2013,272,2014 год,31.12.2014,276,2012 год,31.12.2012,268,2017 год,31.12.2017,240,2022 год,31.12.2022,315,2021 год,31.12.2021,176,2020 год,31.12.2020,194,2023 год,31.12.2023,290,,,,,,,,,,,,,,,,,,,,,,,,,,,
